PLAYER	TEAM	FP	INT	PD	SOLO	AST	SACK	FUMR	FORCE
Jacob Lacey	DET	4.1	0.13	0.44	2.7	1.2	0.01	0.04	0.18
Reed Doughty	WAS	4	0.07	0.21	3.1	2.2	0.02	0.06	0.18
Abram Elam	KC	4	0.05	0.25	2.9	1.5	0.04	0.09	0.18
Craig Dahl	STL	4	0.1	0.24	3.2	0.9	0.03	0.05	0.08
Aqib Talib	TB	4	0.2	0.8	2.4	0.9	0	0.02	0.07
Dwight Lowery	JAC	4	0.22	0.53	1.8	0.9	0.08	0.1	0.01
Alterraun Verner	TEN	4	0.07	0.3	3.3	1.4	0	0.09	0.04
Quinton Carter	DEN	4	0.15	0.24	3	1.2	0.03	0.02	0.02
Rashean Mathis	JAC	3.9	0.07	0.41	3.1	1.6	0	0.1	0.04
Jabari Greer	NO	3.9	0.1	0.65	3.2	1.3	0	0.02	0.01
Danieal Manning	HOU	3.9	0.12	0.49	2.8	1.4	0	0.01	0.01
Orlando Scandrick	DAL	3.9	0.03	0.37	2.9	1.2	0.22	0.02	0.02
Sherrod Martin	CAR	3.9	0.1	0.36	3.3	1.6	0	0.02	0.04
Major Wright	CHI	3.9	0.11	0.22	3.1	1.2	0	0.02	0.02
Kendrick Lewis	KC	3.9	0.13	0.54	2.4	1.2	0	0.08	0.12
Reshad Jones	MIA	3.9	0.1	0.28	2.7	1	0.16	0.06	0.02
Cody Grimm	TB	3.9	0.1	0.21	2.9	0.9	0	0.03	0.06
Johnathan Joseph	HOU	3.8	0.23	1.07	2.4	1.1	0	0.01	0.07
Leon Hall	CIN	3.8	0.11	0.52	2.8	1.5	0.01	0.09	0.06
Chris Houston	DET	3.8	0.21	0.81	2.4	1.2	0	0.01	0.01
William Gay	ARI	3.8	0.09	0.61	2.6	0.9	0.07	0.11	0.03
Captain Munnerlyn	CAR	3.8	0.04	0.41	2.7	1.4	0.08	0.07	0.17
Adrian Wilson	ARI	3.7	0.08	0.62	2.9	0.9	0.07	0.01	0.08
Antoine Cason	SD	3.7	0.11	0.82	3	1.3	0	0.01	0.04
Louis Delmas	DET	3.7	0.04	0.23	3.1	1.5	0.07	0.06	0.03
E.J. Biggers	TB	3.7	0.07	0.64	3.1	1	0	0.03	0.01
Amari Spievey	DET	3.7	0.11	0.17	2.8	1.3	0.07	0.03	0.01
Mark Barron	TB	3.7	0.1	0.48	2.6	0.8	0.05	0.1	0.06
Jamarca Sanford	MIN	3.6	0.07	0.23	2.7	1.7	0.02	0.13	0.06
Quentin Jammer	SD	3.5	0.04	0.45	3	1.2	0	0.11	0.03
Dunta Robinson	ATL	3.5	0.09	0.52	2.9	1.7	0	0.02	0.01
Stanford Routt	KC	3.5	0.18	0.8	2.5	1.3	0	0.01	0.04
Derek Cox	JAC	3.5	0.14	0.42	2.8	1.4	0	0.02	0.01
Glover Quin	HOU	3.5	0.05	0.7	3	1.4	0.01	0.05	0.02
Sheldon Brown	CLE	3.4	0.09	0.61	2.6	1.4	0	0.06	0.08
Darrelle Revis	NYJ	3.4	0.16	1.23	2.1	1	0	0.05	0.02
Alphonso Smith	DET	3.4	0.2	0.53	1.6	0.8	0	0.06	0.09
Nnamdi Asomugha	PHI	3.3	0.19	0.41	2.3	0.6	0	0.02	0.01
Drayton Florence	DET	3.3	0.13	0.66	2.1	0.9	0.01	0.08	0.08
Chris Gamble	CAR	3.3	0.12	0.69	2.7	1.4	0	0.01	0.02
Javier Arenas	KC	3.3	0.08	0.32	1.7	0.7	0.1	0.07	0.02
Aaron Williams	BUF	3.3	0.1	0.47	2.6	1.7	0	0.01	0.1
Brandon Carr	DAL	3.2	0.08	0.56	2.5	1	0	0.09	0.02
D.J. Moore	CHI	3.2	0.14	0.32	2.3	0.9	0	0.02	0.03
Harrison Smith	MIN	3.2	0.04	0.38	2.7	1.6	0.02	0.05	0.06
Bryan Scott	BUF	3.1	0.1	0.31	2	1.3	0.09	0.07	0.01
Antonio Cromartie	NYJ	3.1	0.19	0.95	2	0.9	0	0.02	0.06
Tarell Brown	SF	3.1	0.18	0.64	2.1	0.6	0	0.02	0.02
Dominique Rodgers-Cromartie	PHI	3.1	0.07	0.71	2.2	0.6	0.03	0.02	0.01
Troy Nolan	MIA	3.1	0.08	0.32	2.3	0.9	0.1	0.06	0.02
Patrick Robinson	NO	3.1	0.12	0.43	2.2	0.9	0	0.02	0.01
Rahim Moore	DEN	3.1	0.12	0.22	2.2	0.8	0	0.12	0.02
Aaron Ross	JAC	3	0.15	0.47	2.2	1.2	0.01	0.02	0.02
Cary Williams	BAL	3	0.06	0.73	2.4	1.2	0.01	0.01	0.1
Jason Allen	CIN	2.9	0.09	0.37	2.4	1.4	0	0.02	0.02
Perrish Cox	SF	2.9	0.03	0.79	2.7	1	0	0.01	0
Jim Leonhard	DEN	2.9	0	0.13	2.4	0.8	0	0.07	0.1
James Sanders	ARI	2.8	0.06	0.2	2.1	0.7	0	0.09	0.02
Usama Young	CLE	2.8	0.04	0.19	2.5	1.4	0.01	0.02	0.01
Leodis McKelvin	BUF	2.8	0.07	0.51	1.7	1.1	0	0.11	0.02
Courtney Greene	JAC	2.8	0.04	0.21	2.3	1.1	0	0.05	0.06
Kareem Jackson	HOU	2.8	0.06	0.54	2.2	1.1	0	0.01	0.08
Chris Cook	MIN	2.8	0.01	0.4	2.7	1.7	0	0.01	0.01
Marcus Gilchrist	SD	2.7	0.1	0.21	1.9	0.7	0	0.1	0.02
Terrence McGee	BUF	2.6	0.04	0.33	2.4	1.6	0	0.01	0.01
Joselio Hanson	OAK	2.5	0.04	0.26	1.9	0.7	0	0.16	0.02
Brandon Meriweather	WAS	2.5	0.07	0.22	2	1.4	0	0.03	0.02
Mike Jenkins	DAL	2.5	0.05	0.5	2.1	0.9	0	0.01	0.03
Mike Mitchell	OAK	2.5	0.03	0.37	1.8	0.7	0.03	0.07	0.1
Chris Culliver	SF	2.5	0.04	0.33	2.2	0.6	0	0.02	0.02
Dimitri Patterson	CLE	2.4	0.06	0.64	1.9	1.1	0.02	0.01	0
Jimmy Smith	BAL	2.4	0.17	0.62	1.4	0.7	0	0.06	0.02
Adam Jones	CIN	2.3	0.01	0.23	1.8	1	0	0.06	0.1
Quintin Demps	HOU	2.3	0.14	0.27	1.5	0.7	0	0.01	0.01
Chris Clemons	MIA	2.3	0.06	0.27	1.3	0.5	0.02	0.06	0.1
Morris Claiborne	DAL	2.3	0.1	0.51	1.4	0.6	0.03	0.06	0.06
Stephon Gilmore	BUF	2.3	0.19	0.65	1.1	0.7	0	0.04	0.03
Janoris Jenkins	STL	2.3	0.14	0.64	1.3	0.4	0.03	0.06	0.04
Casey Hayward	GB	2.3	0.19	0.54	1.2	0.6	0.01	0.02	0.03
Craig Steltz	CHI	2.2	0.03	0.11	1.6	0.7	0.03	0.01	0.14
Mistral Raymond	MIN	2.2	0.2	0.43	1	0.7	0	0.07	0.02
Brandon Taylor	SD	2.2	0.05	0.25	1.6	0.6	0.03	0.05	0.03
Walter Thurmond	SEA	2.1	0.03	0.32	1.6	0.7	0	0.02	0.18
Darian Stewart	STL	2.1	0	0.14	2	0.6	0	0	0.07
Prince Amukamara	NYG	2.1	0.11	0.24	1.1	0.5	0	0.11	0.02
Brandyn Thompson	WAS	2.1	0.05	0.23	0.5	0.3	0	0.44	0.02
Alan Ball	HOU	2	0.06	0.53	1.6	0.8	0	0.04	0.01
Michael Adams	ARI	2	0.05	0.19	1.7	0.5	0	0.02	0.01
Justin Rogers	BUF	2	0.08	0.31	0.8	0.5	0	0.01	0.01
SydQuan Thompson	DEN	2	0.3	0.3	0.6	0.2	0	0.15	0.02
Shawntae Spencer	OAK	1.9	0.06	0.2	1.4	0.5	0	0.04	0.05
Christopher Owens	ATL	1.9	0.02	0.28	1.8	1.1	0	0	0.01
Rashad Johnson	ARI	1.9	0.04	0.21	1.6	0.5	0	0.04	0.05
Kyle Wilson	NYJ	1.9	0.04	0.43	1.6	0.7	0.01	0.02	0.02
Nolan Carroll	MIA	1.9	0.1	0.32	1.3	0.5	0	0.03	0.02
Jerron McMillian	GB	1.9	0.07	0.25	1.4	0.6	0.02	0.03	0.02
Brice McCain	HOU	1.8	0.08	0.8	1.1	0.5	0.01	0.01	0.01
Jaiquawn Jarrett	PHI	1.8	0.06	0.28	1.4	0.4	0	0.03	0.01
Chris Conte	CHI	1.8	0.04	0.14	1.6	0.6	0	0.01	0.01
Justin Tryon	NYG	1.7	0.04	0.39	1.4	0.6	0	0.04	0
Dre Kirkpatrick	CIN	1.6	0.06	0.41	1.1	0.6	0.02	0.04	0.04
Brandon Boykin	PHI	1.6	0.05	0.29	0.5	0.1	0.01	0.02	0.01
Madieu Williams	WAS	1.5	0.06	0.21	1	0.6	0	0.02	0.05
Sean Considine	BAL	1.4	0.04	0.35	0.7	0.3	0.06	0.1	0.06
Barry Church	DAL	1.4	0.03	0.15	1	0.4	0	0.07	0.03
DaNorris Searcy	BUF	1.4	0.04	0.22	1.1	0.8	0	0.02	0.01
Jimmy Wilson	MIA	1.4	0.1	0.43	0.5	0.2	0	0.04	0.01
Chris Prosinski	JAC	1.3	0.05	0.21	0.8	0.4	0	0.06	0.02
Jerome Murphy	NO	1.3	0.04	0.15	0.8	0.3	0	0.1	0.01
Elbert Mack	NO	1.2	0.03	0.24	0.9	0.3	0	0.01	0.01
Buster Skrine	CLE	1.2	0.06	0.2	0.6	0.3	0	0.02	0.02
Tavon Wilson	NE	1.2	0.07	0.2	0.8	0.5	0.01	0.01	0.02
Darcel McBath	SF	1.2	0	0.09	1.1	0.4	0	0.01	0
Travis Daniels	KC	1.1	0.09	0.21	0.5	0.3	0	0.02	0.01
Josh Thomas	CAR	1.1	0.04	0.21	0.5	0.2	0	0.12	0.02
Trent Robinson	SF	1.1	0.05	0.23	0.7	0.2	0.01	0.03	0.03
Atari Bigby	SD	1	0.04	0.17	0.4	0.2	0.06	0.1	0.01
David Bruton	DEN	1	0	0.16	0.9	0.4	0	0.03	0.01
Jalil Brown	KC	1	0.04	0.24	0.3	0.2	0	0.11	0.02
Dwight Bentley	DET	1	0.09	0.28	0.5	0.2	0.01	0.01	0.02
Matt Johnson	DAL	1	0.01	0.16	0.9	0.4	0.02	0.01	0.03
Corey Graham	BAL	0.9	0.08	0.32	0.4	0.2	0.01	0.02	0.02
Pat Lee	OAK	0.9	0.05	0.21	0.5	0.2	0	0.03	0.02
Taylor Mays	CIN	0.9	0.01	0.16	0.7	0.4	0	0.02	0.04
Curtis Marsh	PHI	0.9	0.06	0.28	0.5	0.1	0	0.03	0.01
Christian Thompson	BAL	0.9	0	0.31	0.8	0.4	0.02	0.02	0.02
George Iloka	CIN	0.9	0.01	0.15	0.7	0.4	0.03	0.02	0.01
Charles Mitchell	ATL	0.9	0.06	0.26	0.4	0.3	0.01	0.01	0.01
David Sims	PHI	0.9	0.06	0.27	0.5	0.1	0.01	0.02	0.01
Stevie Brown	NYG	0.8	0.05	0.21	0.4	0.2	0	0.02	0.02
Anthony Gaitor	TB	0.8	0.05	0.18	0.5	0.1	0	0.03	0.01
Corey White	NO	0.8	0.01	0.12	0.7	0.3	0.01	0.01	0.02
Josh Bush	NYJ	0.8	0.03	0.26	0.5	0.2	0.01	0.02	0.02
Phillip Adams	OAK	0.8	0.04	0.11	0.6	0.3	0	0.01	0.01
Mana Silva	DAL	0.8	0.02	0.18	0.6	0.3	0	0.02	0.01
Erik Coleman	DET	0.7	0.03	0.22	0.5	0.2	0	0.01	0.01
Ray Ventrone	CLE	0.7	0.02	0.2	0.4	0.3	0	0.02	0.04
Marquice Cole	NE	0.7	0.03	0.06	0.3	0.2	0	0.04	0.01
Haruki Nakamura	CAR	0.7	0.03	0.21	0.4	0.2	0.02	0.02	0.01
Ryan Mouton	TEN	0.7	0.03	0.15	0.5	0.2	0	0.01	0.01
Darrell Stuckey	SD	0.7	0.04	0.17	0.4	0.2	0	0.01	0.02
Shareece Wright	SD	0.7	0.03	0.16	0.4	0.2	0	0.01	0.02
Brandon Burton	MIN	0.7	0.02	0.16	0.5	0.3	0	0.02	0.02
Tommie Campbell	TEN	0.7	0.03	0.14	0.5	0.2	0	0.01	0.01
Josh Robinson	MIN	0.7	0	0.2	0.6	0.4	0.01	0.02	0.02
Jayron Hosley	NYG	0.7	0.02	0.26	0.5	0.2	0.01	0.02	0.02
Josh Norman	CAR	0.7	0.04	0.2	0.4	0.2	0	0	0.01
Winston Guy	SEA	0.7	0.01	0.12	0.5	0.3	0.01	0.01	0.01
Jonte Green	DET	0.7	0.05	0.19	0.3	0.1	0.01	0.02	0.01
Michael Coe	NYG	0.7	0.04	0.2	0.5	0.2	0	0.01	0.02
Myron Lewis	TB	0.6	0.01	0.05	0.5	0.2	0	0	0
Sherrick McManis	CHI	0.6	0.02	0.02	0.4	0.1	0	0	0.01
Byron Maxwell	SEA	0.6	0	0.04	0.3	0.2	0	0.07	0.01
Trumaine Johnson	STL	0.6	0	0.1	0.5	0.2	0	0.01	0.02
Robert Blanton	MIN	0.6	0.02	0.16	0.4	0.3	0	0.02	0.01
Jeremy Lane	SEA	0.6	0.03	0.2	0.4	0.2	0.01	0.02	0.02
D.J. Campbell	CAR	0.6	0.03	0.19	0.4	0.2	0	0.01	0.01
Alfonzo Dennard	NE	0.6	0.06	0.14	0.3	0.2	0	0.01	0.01
Marcus Sherels	MIN	0.6	0	0	0	0	0	0	0
John Wendling	DET	0.5	0.04	0.18	0.3	0.2	0	0.01	0.01
Johnny Patrick	NO	0.5	0.02	0.15	0.3	0.1	0	0.01	0.01
Colin Jones	CAR	0.5	0.01	0.03	0.3	0.2	0	0.04	0.01
Omar Bolden	DEN	0.5	0	0.18	0.4	0.1	0	0.01	0.01
Coty Sensabaugh	TEN	0.5	0	0.11	0.4	0.2	0	0.01	0.01
Rafael Bush	NO	0.5	0.02	0.15	0.3	0.1	0	0.01	0.02
Jacques Reeves	KC	0.5	0.03	0.04	0.3	0.2	0.01	0	0.01
Shiloh Keo	HOU	0.4	0.01	0.06	0.3	0.1	0	0.01	0.01
Tyler Sash	NYG	0.4	0	0.04	0.3	0.2	0	0.01	0.01
Chris Greenwood	DET	0.4	0	0.2	0.3	0.2	0.01	0.01	0.02
Trevin Wade	CLE	0.4	0	0.24	0.3	0.2	0.01	0.01	0.01
Brandon Harris	HOU	0.3	0.01	0.06	0.2	0.2	0	0.01	0.01
Ron Brooks	BUF	0.3	0	0	0.3	0.2	0	0.01	0.01
Jordan Bernstine	WAS	0.3	0	0.26	0.3	0.2	0.01	0.01	0.01
Bryan McCann	OAK	0.2	0	0	0	0	0	0	0
Will Allen	NE	0	0	0	0	0	0	0	0
Ryan Clark	PIT	0	0	0	0	0	0	0	0
Troy Polamalu	PIT	0	0	0	0	0	0	0	0
Ike Taylor	PIT	0	0	0	0	0	0	0	0
Rod Hood	STL	0	0	0	0	0	0	0	0
Sean Jones	DET	0	0	0	0	0	0	0	0
Will Allen	PIT	0	0	0	0	0	0	0	0
Benny Sapp	MIN	0	0	0	0	0	0	0	0
Brodney Pool	DAL	0	0	0	0	0	0	0	0
Oshiomogho Atogwe	PHI	0	0	0	0	0	0	0	0
Chris Carr	MIN	0	0	0	0	0	0	0	0
James Butler	STL	0	0	0	0	0	0	0	0
Charlie Peprah	GB	0	0	0	0	0	0	0	0
Antoine Bethea	IND	0	0	0	0	0	0	0	0
Jarrad Page	MIN	0	0	0	0	0	0	0	0
Tanard Jackson	WAS	0	0	0	0	0	0	0	0
Melvin Bullitt	IND	0	0	0	0	0	0	0	0
Byron Westbrook	WAS	0	0	0	0	0	0	0	0
Tyrell Johnson	MIA	0	0	0	0	0	0	0	0
Reggie Smith	CAR	0	0	0	0	0	0	0	0
Antwaun Molden	NYG	0	0	0	0	0	0	0	0
Tom Zbikowski	IND	0	0	0	0	0	0	0	0
Justin King	IND	0	0	0	0	0	0	0	0
Jonathan Wilhite	CHI	0	0	0	0	0	0	0	0
Ryan Mundy	PIT	0	0	0	0	0	0	0	0
Josh Barrett	NE	0	0	0	0	0	0	0	0
Vontae Davis	IND	0	0	0	0	0	0	0	0
Darius Butler	CAR	0	0	0	0	0	0	0	0
Kevin Barnes	DET	0	0	0	0	0	0	0	0
Jerraud Powers	IND	0	0	0	0	0	0	0	0
Keenan Lewis	PIT	0	0	0	0	0	0	0	0
Donald Washington	KC	0	0	0	0	0	0	0	0
Morgan Trent	WAS	0	0	0	0	0	0	0	0
Danny Gorrer	BAL	0	0	0	0	0	0	0	0
Kevin Thomas	PHI	0	0	0	0	0	0	0	0
Dominique Franks	ATL	0	0	0	0	0	0	0	0
Larry Asante	TB	0	0	0	0	0	0	0	0
Jordan Pugh	CAR	0	0	0	0	0	0	0	0
Cassius Vaughn	IND	0	0	0	0	0	0	0	0
Aaron Berry	DET	0	0	0	0	0	0	0	0
Terrence Johnson	IND	0	0	0	0	0	0	0	0
Ras-I Dowling	NE	0	0	0	0	0	0	0	0
DeMarcus Van Dyke	PIT	0	0	0	0	0	0	0	0
Brandon Hogan	CAR	0	0	0	0	0	0	0	0
Chimdi Chekwa	OAK	0	0	0	0	0	0	0	0
Rashad Carmichael	HOU	0	0	0	0	0	0	0	0
Jermale Hines	IND	0	0	0	0	0	0	0	0
Chykie Brown	BAL	0	0	0	0	0	0	0	0
Chris Rucker	IND	0	0	0	0	0	0	0	0
Joe Lefeged	IND	0	0	0	0	0	0	0	0
David Caldwell	IND	0	0	0	0	0	0	0	0
Darrin Walls	ATL	0	0	0	0	0	0	0	0
Kevin Rutland	JAC	0	0	0	0	0	0	0	0
Markelle Martin	TEN	0	0	0	0	0	0	0	0
Reggie Corner	JAC	0	0	0	0	0	0	0	0
Drew Coleman	DET	0	0	0	0	0	0	0	0
Curtis Brown	PIT	0	0	0	0	0	0	0	0
James Ihedigbo	BAL	0	0	0	0	0	0	0	0
Robert McClain	ATL	0	0	0	0	0	0	0	0
